text,confidence,target
@KevinMHughes he's busy with dc getting closed down. while fleabrain-in-chief announces global warming agency w 230k workers off for snow.,0.6706,N
"D.C. Snowstorm: How Global Warming Makes Blizzards Worse: There's scarcely any powder in Vancouver, while Baltimor... http://bit.ly/d9iYjy",0.7090000000000001,Y
Lords fear public is losing confidence in climate change science|Leading scientists in House of Lords have warned .. http://oohja.com/x6JTv,0.4944,Y
How do we solve this global warming thing? http://bit.ly/br4xLV,1.0,Y
FREAKING global warming. HA!,0.6491,
Hannity: Snow Storms 'Seem To Contradict Al Gore's Hysterical Global Warming Theories' http://bit.ly/alQZCV,0.6739,N
"Oh no, snow! Time to overreact and make incomprehensible global warming jokes!",0.7021,N
RT @ClimateDepot: Utah Legislature formally questions global warming http://bit.ly/8YK3PQ,1.0,
Jones Shreds Capitol Hill to Fight Climate Change - Big-time events like the Winter X-Games and the Winter Olympics... http://ow.ly/16xDae,0.7395,Y
Maybe the second DC snowstorm in a week is the universe sending climate change naysayrers in the gov't a yes vote?,0.6522,N
"RT @ecohouses Climate Group Admits Mistakes: AP In citing climate change as an important issue, a UN conference in Dec. http://bit.ly/daKgRd",0.6694,
Considering Institutional Authorities and Climate Change http://bit.ly/aCOaur #energy,1.0,
Story of the vaporization of the great gobal warming scandal #global warming http://is.gd/7TByc,0.701,N
"RT @wsmco: if you're one of the 10s of thousands without power from the blizzard and you voted for this global warming dipshit, i'm glad you're f-d.",1.0,N
Climate-change legislation buried under record snowfall|Record snowfall has buried Washington ? and along with .. http://oohja.com/x6IMs,1.0,N
"Liked ""New Climategate Shocker: Even the CRU Thought the Climate Change Hockey Stick Was Flawed: The term ""hockey..."" http://ff.im/-fGwfE",0.6894,N
http://bit.ly/10NrOO Energy and Global Warming News for February 9: Ford to unveil ... http://bit.ly/ca1NSC,0.647,
From DailyKos: Climate Change Skeptics Discredited - New information suggests that a report criticizing data for cl... http://ow.ly/16xz87,0.4959,N
ha! RT @CrabbyCon: Global Warming mockery video that includes recent photos of the Great Blizzard of 2010 http://bit.ly/942I4T #tcot,0.6537,N
green and global warming belief set is perhaps the epitome of mankinds egotism - that we could be such a massive universal force,0.6363,N
Climate Change Skeptics Discredited http://idek.net/12D4 from @DailyKos,0.6686,Y
RT @DailyKos: Climate Change Skeptics Discredited http://bit.ly/cT3L00 ( #p2 #du1),0.6609,Y
about that whole climate change thing...http://bit.ly/cUg6WF,0.3457,N
RT @ThinkProgress: Hannity: Snow Storms 'Seem To Contradict Al Gore's Hysterical Global Warming Theories' http://bit.ly/alQZCV #p2 #du1 #dnj,0.7119,N
Professor Klaus Lauckner on climate change panel April 22 http://bit.ly/drWNSP,0.7005,
Ahead of my time vis a vis global warming|The Global warming hysteria of the past ten years appears to be cooling .. http://oohja.com/x6Ihu,0.6703,
GOP senator's family builds igloo to mock global warming http://bit.ly/9GtBqo,0.6626,
Grrrr...Global Warming My BUTT! 2nd MAJOR snowstorm within days!,1.0,N
"if you're one of the 10s of thousands without power from the blizzard and you voted for this global warming dipshit, i'm glad you're f-d.",0.6978,N
"Utah Legislature: House formally questions global warming|SALT LAKE CITY ? With most Democrats voting no, the .. http://oohja.com/x6I8e",1.0,
Story of the collapse of the great climate scam #global warming http://bit.ly/drrEIN,1.0,N
RT @Drudge_Report: Senate global warming hearing cancelled... http://drudge.tw/dyAWzC,1.0,
Just posted European Forests and Carbon Sequestration Services: An Economic Assessment of Climate Change Impacts http://bit.ly/awFKHw #b2p,1.0,Y
Palin likens global warming studies to 'snake oil'|Former Alaska Gov. Sarah Palin called studies supporting .. http://oohja.com/x6I1E,0.6876,N
"Hey @algore we're gonna be shoveling a lot of your ""global warming"" tommorow",1.0,N
Peoples World: Is global warming a conspiracy concocted to destroy private property and freedom? According to a po... http://bit.ly/d3mevg,0.3813,N
"QUICK, AL GORE, SAY SOMETHING , OBAMA NEEDS A DISTRACTION, TELL US AGAIN THE WORLD IS GOING TO END CAUSE OF GLOBAL WARMING.",1.0,N
Offbeat and aromatic read :-) RT - Climate change will make world more 'fragrant' -http://bit.ly/a1GnIX - @risovic,0.6446,
on the subject of the epic scam that is global warming obumers global warming council got snowed out LOL,1.0,N
@NiteOwl223 give Egore's climate groupies time2 come up with some hair brained excuse linking man made global warming with all the snow,1.0,N
"RT @EricBoehlert: So are freak storms RT @owillis RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB",1.0,Y
"RT @EricBoehlert: So are freak storms RT @owillis RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB",0.6802,
On World Wetland Day 2-2-10: BioScience study said climate change is desiccating US prairies and critical wetlands.   http://bit.ly/9V3Ekm,1.0,Y
"The global warming effects on Antarctica are varied, and these effects can have a big impact on the entire world http://tinyurl.com/yj4ptnt",1.0,Y
RT @MMFA: Brain Freeze: Conservative media still using winter weather to attack  global warming http://bit.ly/9F4stp ( #p2 ),0.7314,Y
SEC wants climate risks disclosed | Analysis & Opinion | Reuters: The SEC now sees climate change as a risk too im... http://bit.ly/bl6VEp,1.0,Y
Climate Change Roundup: From Copenhagen Accord to NOAA Climate Service http://bit.ly/d2Us1B,0.7046,Y
U.S. Proposes New Climate Change Service http://bit.ly/cvO6pF #green #energy,0.6905,Y
U.S. Proposes New Climate Change Service http://bit.ly/cvO6pF,0.6297,
Denial of global warming threat to the American pika means no protection from U.S. http://bit.ly/cLB8VF,1.0,Y
http://bit.ly/10NrOO Solar energy can be used to combat climate change: Experts ... http://bit.ly/9SaIdy,1.0,Y
"Climate Change Roundup: From Copenhagen Accord to NOAA Climate Service:  As of January 31, the Copenhagen Accord's... http://bit.ly/bedkte",0.6655,
"Looking for a way to beat his own record and quadruple the deficit next year, Obama sets up new agency for global warming propaganda",1.0,N
"Or how about ""going to keep snowing in DC until @JimDeMint admits global climate change is real?"" @IMGoph @DC_Updates?",1.0,Y
"The lighter side of global warming? RT @marialavis From @offsetters. Bobwheeling, pushing a dream. http://3.ly/pcjf",0.6642,
"Global Warming Monitoring Needs to Find 'Missing Heat', say Scientists|by David Adam Experts need to beef up ways .. http://oohja.com/xaXYM",1.0,Y
Krugman makes the case for cap and trade. -- Climate Change - Building a Green Economy - NYTimes.com http://nyti.ms/axtEYy,1.0,Y
RT @Tymlee: Climate change causes wolverine decline across Canada http://bit.ly/aacOb1,0.6970000000000001,Y
MIT Sloan Feed: How Would Climate Change Influence Society in the 21st Century?: Rajendra Pachauri describes the k... http://bit.ly/a8DS5S,0.6549,Y
"Study assesses effects of earlier springs http://tr.im/NuV9 KB: More than 25,000 reasons to stop global warming. #eco #green",1.0,Y
@agwarner maybe he wanted to use it to run peabrain-in-chief's global warming office,0.6455,
Thank you James Sniffen from UNEP for a great session on Climate Change and the UN.,1.0,Y
Agreed! RT @Blano RT @robpas OK -- Still pushing Health Care -- Amazing $$  Not as amazing as new global warming office BS.,1.0,N
Plz #Digg & RT: GOP senator's family builds igloo to mock global warming http://bit.ly/aSAKLr ( #p2 #du1 #pgn ),0.6885,N
I likes it raw GOP senator's family builds igloo to mock global warming http://bit.ly/dpUbEX,1.0,N
Chavez Blames Venezuela's Inability To Meet Basic Human Needs On El Nino And Global Warming by @vincefernando http://bit.ly/dfWkxM,0.6766,Y
Chavez Blames Venezuela's Inability To Meet Basic Human Needs On El Nino And Global Warming by @vincefernando http://bit.ly/cyuveh,0.6585,Y
Loss of faith in climate change science|Surveys show increase in number of people who believe claims are .. http://oohja.com/x6Hkb,0.6688,N
Communicating Climate Change: Kate Sheppard on the Politics Beat http://bit.ly/bEU1e6 #energy,1.0,
"What's a Cheap, Easy Way to Curb Climate Change? Seal the Leaks!: ThomasNet Industrial News Room (press release) U... http://bit.ly/cyHxlD",1.0,Y
"""Queens College geologist journeys to Antarctica to study global warming"" http://tinyurl.com/ygebryj",1.0,Y
"@adrian_bacon You should tweet ""climate change is a massive fraud and lie"" stuff.  It's funnier, and actually truthful.  #tcot",0.7386,N
"What's that smell? Oh, it's #climate change http://bit.ly/azMqYJ",0.6456,Y
Climate Change: Global hoax? http://bte.tc/ayxx #RTW,1.0,N
Rachel Harris- @WEDO_worldwide- Gender & Climate Change & Renata Sivacolundhu- UNDPI @UNinfo - the UN & Human Rights with AU.,1.0,Y
it's called global warming.. but it should be called climate flux!  12 inches of snow in NYC!! over 2ft in DC! yay!.. coat the cities white!,0.6435,Y
NYT: U.N. #Climate Panel & Chief Face Credibility Siege http://bit.ly/info/b4D02Y All about #global warming http://bit.ly/anyaIX,0.6702,N
"Excellent British film about climate change, The Age of Stupid, is on TV in America Saturday, 4/17, 10pm on Discovery channel Planet Green.",0.6815,Y
@robpas 230k gov't workers get day off yesterday due to blizzard on same day peabrain-in-chief announces global warming agency.,1.0,N
"Secondary Sources: Consumer Agency, Euro Crisis, Climate Change http://bit.ly/aLeVRk",0.7190000000000001,
"FYI Global Warming, er, Global Cooling -- whatever, is effecting economic indicators - the delivery of them out of Washington that is  $$",0.6161,N
New federal climate change agency forming http://bit.ly/cB3YrH #environment #eco,1.0,Y
Global Warming Makes Trees Grow Faster http://bit.ly/aT4B32,0.696,Y
Global Warming Makes Trees Grow Faster http://bit.ly/aT4B32,1.0,Y
"""Will SEC's New Interpretive Guidance Open the Door to Climate Change Disclosure Suits?"" [@kevinlacroix] http://is.gd/80WFU",1.0,
"@freedom4USA Well, Thank God for Global Warming or Washington would get more snow.",0.6389,Y
"Global Warming Monitoring Needs to Find 'Missing Heat', say Scientists http://bit.ly/9y1gp4 (CommonDreams)",0.6608,
Is Climate Change Legislation Dead in 2010? http://bit.ly/dvFhcL,1.0,
Is Climate Change Legislation Dead in 2010? http://bit.ly/dvFhcL,1.0,
"at the recent climate change summit. So meeting with the Dalai Lama,",0.6695,N
30 inches of snow in Washington.  Al Gore blames it on Global Warming.,0.4824,Y
Ballyhooed climate change chief at UN faces severe backlash head on:http://www.nytimes.com/2010/02/09/science/earth/09climate.html?th&emc=th,1.0,
New York: Queens College geologist journeys to Antarctica to study global warming http://bit.ly/cIm1Rq,0.6618,Y
"RT @kharul_karyu: ""The most inconvienient truth of all: climate change & indigenous ppl"" http://su.pr/1IcaSV",0.7116,Y
"Palin: Global Warming Just ""Snake Oil"" http://bit.ly/bcvjIi",0.6923,
Palin In NorCal:Global Warming 'Snake Oil Science'|Former Alaska Gov. Sarah Palin called studies supporting .. http://oohja.com/x6GLk,0.7009,
James Sniffen from UNEP is speaking to American University students about Climate Change and the United Nations.,0.6475,Y
How do we solve this global warming thing? http://bit.ly/br4xLV,1.0,Y
"Solar energy can be used to combat climate change: Experts|NOIDA (Uttar Pradesh), Feb.9 : Solar energy can be .. http://oohja.com/x6GJQ",1.0,Y
"RT @asymmetricinfo: Okay, Democrats:  you promised me global warming.  If I don't get it soon, I'm voting GOP in November.",0.6849,N
RT @mattyglesias: Wish it were possible to make the obvious global warming jokes w/o giving aid and comfort to crazy people,0.6559999999999999,
I'm bout to start random fires all over the place to speed up this global warming shit...my carbon footprint gon be bananas!!!,0.6509999999999999,N
WINTER WEATHER: Scientists say storm doesn't refute global warming|Global warming may be the last thing on the .. http://oohja.com/x6GAn,1.0,Y
"Obamateurism of the Day: Maybe Barack Obama hasn't read the memo yet, but anthropogenic global warming has come un... http://bit.ly/cDoUf1",0.679,N
A new federal agency to study global warming?? Just stop already!,1.0,N
"New federal office for global warming|Amid the growing fight over the accuracy of climate data, President Obama .. http://oohja.com/x6GiB",1.0,
Wtf ever happend to global warming? I could use a lil bit of that right now.,0.6708,N
"New federal office for global warming|Amid the growing fight over the accuracy of climate data, President Obama .. http://oohja.com/x6GeN",0.6834,
Palin likens global warming studies to 'snake oil': Palin said California's heavy regulatory environment makes it ... http://bit.ly/ctOFQo,0.6495,N
Administration proposes new agency to study and report on global warming|WASHINGTON - The Obama administration on .. http://oohja.com/x6G2p,1.0,Y
"Palin Likens Global Warming Studies To 'Snake Oil' At Redding Appearance|REDDING, Calif. -- Former Alaska Gov. .. http://oohja.com/x6FNC",0.6646,N
"@vaerna ""climate change"" is more accurate",0.6958,Y
Obama spending our Tax money 4 New Federal Climate Change Agency   http://is.gd/7YeW8 #the disingenuous Leftists Hoaxster think we're stupid,0.6939,N
Palin likens global warming studies to 'snake oil' http://bit.ly/bHZ8dw #environment #eco,0.6685,
New federal office for global warming ' http://americanperspective.org/New-federal-office-for-Global-Warming.html,0.7128,Y
Palin: Global Warming Studies 'Snake Oil'|Former Alaska Gov. Sarah Palin called studies supporting global climate .. http://oohja.com/x6Fj7,0.6658,N
"NOAA Tackles Climate Change: Responding to public demand for climate change information, National Oceanic and Atmo... http://bit.ly/aIRiEU",0.6777,Y
NOAA Tackles Climate Change - eWeek: CBS NewsNOAA Tackles Climate ChangeeWeekResponding to public demand for clima... http://bit.ly/cDk39l,1.0,Y
